Color,Comment,Document group,Document name,Code,Beginning,End,Weight score,Segment,Modified by,Modified,Created by,Created,Area,Coverage %
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,38,38,0,my,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:53:08,2,0.16
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,38,38,0,guitar ,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:53:18,6,0.48
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,39,39,0,your,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:53:30,4,0.32
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,40,40,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:53:39,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,ai monophthongization > a:,41,41,0,I,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:54:13,1,0.08
●,,1960s_AA > albertking,albertking-sc-ill_play_the_blues_for_you,post-vocalic r > r deletion,41,41,0,for,romeodetimmerman,2024-04-10 10:18:08,romeodetimmerman,2024-01-15 03:54:18,3,0.24
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,2,2,0,I,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:05:25,1,0.16
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > ai,2,2,0,nights,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:05:44,6,0.98
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,2,2,0,by,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:05:47,2,0.33
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,2,2,0,myself ,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:05:50,6,0.98
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-consonantal d > d deletion,3,3,0,ground,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:06:02,6,0.98
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-consonantal d > d realization,3,3,0,covered,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:06:24,7,1.14
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,4,4,0,I,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:06:37,1,0.16
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > ai,4,4,0,nights,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:06:45,6,0.98
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,4,4,0,by,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:06:50,2,0.33
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,4,4,0,myself ,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:06:55,6,0.98
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-consonantal d > d deletion,5,5,0,ground,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:07:03,6,0.98
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-consonantal d > d realization,5,5,0,covered,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:07:17,7,1.14
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,6,6,0,I,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:07:29,1,0.16
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-consonantal t > t realization,6,6,0,went,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:07:34,4,0.65
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-vocalic r > r deletion,6,6,0,for,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:07:39,3,0.49
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,6,6,0,my,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:07:41,2,0.33
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-vocalic r > r deletion,6,6,0,lover ,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:07:49,5,0.81
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,8,8,0,my,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:27:58,2,0.33
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,9,9,0,I,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:27:33,1,0.16
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > ai,9,9,0,nights,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:27:40,6,0.98
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,10,10,0,my,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:27:51,2,0.33
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,11,11,0,I,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:28:10,1,0.16
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > ai,11,11,0,nights,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:28:13,6,0.98
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,12,12,0,I,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:28:21,1,0.16
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,12,12,0,my,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:28:30,2,0.33
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-consonantal d > d deletion,13,13,0,and,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:28:42,3,0.49
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,13,13,0,my,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:28:50,2,0.33
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-vocalic r > r deletion,13,13,0,lover,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:28:54,5,0.81
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,15,15,0,I,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:29:07,1,0.16
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > ai,15,15,0,mind,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:29:14,4,0.65
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-consonantal d > d deletion,15,15,0,mind,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:29:25,4,0.65
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,16,16,0,I,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:29:36,1,0.16
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > ai,16,16,0,mind,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:29:45,4,0.65
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-consonantal d > d deletion,16,16,0,mind,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:29:40,4,0.65
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,17,17,0,I,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:29:56,1,0.16
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > ai,17,17,0,mind,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:29:59,4,0.65
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-consonantal d > d deletion,17,17,0,mind,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:30:03,4,0.65
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,18,18,0,I,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:30:11,1,0.16
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > ai,18,18,0,mind,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:30:15,4,0.65
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-consonantal d > d deletion,18,18,0,mind,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:30:19,4,0.65
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > a:,19,19,0,I,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:30:25,1,0.16
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,ai monophthongization > ai,19,19,0,mind,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:30:31,4,0.65
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-consonantal d > d realization,19,19,0,mind,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:30:42,4,0.65
●,,1960s_AA > albertking,albertking-so-ive_made_nights_by_myself,post-consonantal d > d deletion,20,20,0,and,romeodetimmerman,2024-04-10 10:18:36,romeodetimmerman,2024-01-15 04:30:49,3,0.49
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,zero copula > copula realization,2,2,0,she's,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:31:51,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ai monophthongization > ai,3,3,0,rising,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:32:07,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ing ultimas > in,3,3,0,rising,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:31:29,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r deletion,4,4,0,your ,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:31:35,4,0.41
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r deletion,5,5,0,powder,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-16 08:52:49,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal t > t deletion,5,5,0,ain't,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-16 10:19:47,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,auxiliary verb > ain't,5,5,0,ain't,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:32:19,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,zero copula > copula realization,7,7,0,she's,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:32:34,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ai monophthongization > ai,8,8,0,right,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:32:46,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal t > t deletion,10,10,0,just ,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:33:45,4,0.41
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ai monophthongization > a:,11,11,0,might,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:34:11,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r deletion,11,11,0,your,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:35:04,4,0.41
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,zero copula > copula realization,14,14,0,what's,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:38:21,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r realization,14,14,0,matter,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:35:29,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal t > t deletion,15,15,0,can't,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:35:40,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r deletion,16,16,0,matter,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:35:52,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ai monophthongization > ai,16,16,0,I,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:36:04,1,0.10
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal t > t deletion,20,20,0,kept,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:36:22,4,0.41
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ing ultimas > in,21,21,0,fooling,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:36:26,7,0.72
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal d > d deletion,21,21,0,around ,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:36:35,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ai monophthongization > a:,22,22,0,I,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:36:41,1,0.10
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal t > t deletion,24,24,0,just ,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-16 08:02:28,4,0.41
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r realization,27,27,0,your,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:36:59,4,0.41
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ing ultimas > in,28,28,0,using ,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:37:05,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ai monophthongization > a:,29,29,0,my,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:37:16,2,0.21
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r deletion,29,29,0,poor,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:37:32,4,0.41
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal t > t deletion,29,29,0,heart,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:37:38,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r deletion,29,29,0,heart,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:37:35,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r deletion,29,29,0,for,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:37:51,3,0.31
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal t > t realization,29,29,0,just,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:37:55,4,0.41
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ing ultimas > in,30,30,0,stepping,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:38:02,8,0.83
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,zero copula > copula realization,32,32,0,what's,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:38:14,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r deletion,32,32,0,matter,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-16 08:53:45,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal t > t deletion,33,33,0,can't,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:38:29,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r deletion,34,34,0,matter,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:38:36,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ai monophthongization > ai,34,34,0,I,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:38:49,1,0.10
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ai monophthongization > a:,37,37,0,alright,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:39:29,7,0.72
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r deletion,37,37,0,for,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:39:45,3,0.31
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal d > d deletion,38,38,0,and,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:39:54,3,0.31
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal t > t realization,38,38,0,just ,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:40:26,4,0.41
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ing ultimas > in,39,39,0,doing ,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:40:09,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal t > t deletion,47,47,0,can't,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:40:57,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,zero copula > copula realization,49,49,0,what's,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:41:04,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r deletion,49,49,0,matter,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-16 08:54:23,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-consonantal t > t deletion,50,50,0,can't,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:41:22,5,0.52
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,post-vocalic r > r deletion,51,51,0,matter,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:41:30,6,0.62
●,,1960s_AA > albertking,albertking-so-oh_pretty_woman,ai monophthongization > a:,51,51,0,I,romeodetimmerman,2024-04-10 10:19:44,romeodetimmerman,2024-01-15 04:41:43,1,0.10
●,,1960s_AA > albertking,albertking-so-personal_manager,ai monophthongization > a:,2,2,0,I,romeodetimmerman,2024-04-10 10:20:18,romeodetimmerman,2024-01-15 04:43:19,1,0.11
●,,1960s_AA > albertking,albertking-so-personal_manager,post-vocalic r > r deletion,2,2,0,your,romeodetimmerman,2024-04-10 10:20:18,romeodetimmerman,2024-01-15 04:43:25,4,0.45
●,,1960s_AA > albertking,albertking-so-personal_manager,post-vocalic r > r deletion,2,2,0,manager,romeodetimmerman,2024-04-10 10:20:18,romeodetimmerman,2024-01-15 04:43:28,7,0.79
●,,1960s_AA > albertking,albertking-so-personal_manager,ai monophthongization > a:,3,3,0,I,romeodetimmerman,2024-04-10 10:20:18,romeodetimmerman,2024-01-15 04:43:35,1,0.11
●,,1960s_AA > albertking,albertking-so-personal_manager,ing ultimas > ing,3,3,0,everything,romeodetimmerman,2024-04-10 10:20:18,romeodetimmerman,2024-01-15 04:43:46,10,1.13
●,,1960s_AA > albertking,albertking-so-personal_manager,ai monophthongization > a:,3,3,0,I,romeodetimmerman,2024-04-10 10:20:18,romeodetimmerman,2024-01-15 04:43:55,1,0.11
●,,1960s_AA > albertking,albertking-so-personal_manager,post-vocalic r > r deletion,3,3,0,for,romeodetimmerman,2024-04-10 10:20:18,romeodetimmerman,2024-01-16 08:54:47,3,0.34
●,,1960s_AA > albertking,albertking-so-personal_manager,ai monophthongization > a:,4,4,0,I,romeodetimmerman,2024-04-10 10:20:18,romeodetimmerman,2024-01-15 04:44:08,1,0.11
●,,1960s_AA > albertking,albertking-so-personal_manager,post-vocalic r > r deletion,4,4,0,your,romeodetimmerman,2024-04-10 10:20:18,romeodetimmerman,2024-01-15 04:44:16,4,0.45
●,,1960s_AA > albertking,albertking-so-personal_manager,post-vocalic r > r deletion,4,4,0,manager,romeodetimmerman,2024-04-10 10:20:18,romeodetimmerman,2024-01-15 04:44:20,7,0.79
●,,1960s_AA > albertking,albertking-so-personal_manager,ai monophthongization > a:,5,5,0,I,romeodetimmerman,2024-04-10 10:20:18,romeodetimmerman,2024-01-15 04:44:37,1,0.11
