,word,previous_word,next_word,artist,song_type,song,aae_feature,time,social_group
15827,ain't,, it,rorygallagher,original,keychain,auxiliary verb,1980s,nonAA_nonUS
20208,her,m , little,stevierayvaughan,original,pride_and_joy,post-vocalic r,1980s,nonAA_US
7022,never,ve , been,cannedheat,cover,going_up_to_the_country,post-vocalic r,1960s,nonAA_US
18960,sign ,,,robbenford,cover,born_under_a_bad_sign,ai monophthongization,1980s,nonAA_US
2843,my,got , brand,muddywaters,original,i_got_my_brand_on_you,ai monophthongization,1960s,AA
25963,board ,,,tinylegstim,cover,death_letter,post-consonantal d,2010s,nonAA_nonUS
16839,used,ve , a,thebluesband,original,green_stuff,post-consonantal d,1980s,nonAA_nonUS
10972,and,, her,kokotaylor,cover,id_rather_go_blind,post-consonantal d,1980s,AA
17445,behaving ,,,bonnieraitt,original,love_letter,ing ultimas,1980s,nonAA_US
22162,I,, found,kirkfletcher,cover,found_love,ai monophthongization,2010s,AA
1181,sunshine,no , when,freddieking,cover,aint_no_sunshine,ai monophthongization,1960s,AA
5327,I,because , still,savoybrown,original,hard_way_to_go,ai monophthongization,1960s,nonAA_nonUS
3627,near,getting , dawn,cream,original,sunshine_of_your_love,post-vocalic r,1960s,nonAA_nonUS
12209,want,you , something,lutherallison,original,fight,post-consonantal t,1980s,AA
29475,don't,please , you,philipsayce,original,on_the_road_again,post-consonantal t,2010s,nonAA_US
10508,car,my , last,johnleehooker,cover,i_didnt_know,post-vocalic r,1980s,AA
19503,loving,m , what,robbenford,original,start_it_up,ing ultimas,1980s,nonAA_US
15809,playing,get , russian,rorygallagher,original,keychain,ing ultimas,1980s,nonAA_nonUS
17797,I,,'ve,fabulousthunderbirds,cover,wrap_it_up,ai monophthongization,1980s,nonAA_US
25836,I,,,joanneshawtaylor,original,just_another_word,ai monophthongization,2010s,nonAA_nonUS
4068,my,for , baby,fleetwoodmac,cover,sun_is_shining,ai monophthongization,1960s,nonAA_nonUS
28340,answer,t , the,mattschofield,cover,wrapped_up_in_love_again,post-vocalic r,2010s,nonAA_US
329,my,wanted , baby,albertking,original,ive_made_nights_by_myself,ai monophthongization,1960s,AA
30141,I,round ,'d,samanthafish,original,sucker_born,ai monophthongization,2010s,nonAA_US
22587,like,feel , I,shemekiacopeland,cover,cant_let_go,ai monophthongization,2010s,AA
26756,and,things , go,allyvenable,cover,backwater_blues,post-consonantal d,2010s,nonAA_US
7369,Lord,, down,cannedheat,original,move_on_down_the_road,post-consonantal d,1960s,nonAA_US
2195,it's,, too,jimihendrix,original,hear_my_train_a_comin,zero copula,1960s,AA
9026,dying,my , day,stevemiller,cover,key_to_the_highway,ing ultimas,1960s,nonAA_US
20635,I,breath , felt,ericgales,original,south_paw_serenade,ai monophthongization,2010s,AA
818,dollar,twenty , bill,bbking,cover,sweet_little_angel,post-vocalic r,1960s,AA
21192,and,lose , I,garyclarkjr,original,when_my_train_pulls_in,post-consonantal d,2010s,AA
27117,blind ,,,allyvenable,original,broken_and_blue,post-consonantal d,2010s,nonAA_US
25069,haunts,memory , me,davyknowles,original,falling_apart,third person singular,2010s,nonAA_nonUS
27935,for,soul , a,joebonamassa,original,lonesome_road_blues,post-vocalic r,2010s,nonAA_US
2259,I,, hear,jimihendrix,original,hear_my_train_a_comin,ai monophthongization,1960s,AA
16579,crying,m , all,thebluesband,original,find_yourself_another_fool,ing ultimas,1980s,nonAA_nonUS
25641,shamed ,,,joanneshawtaylor,original,dyin_to_know,post-consonantal d,2010s,nonAA_nonUS
25966,picked,board , up,tinylegstim,cover,death_letter,post-consonantal t,2010s,nonAA_nonUS
1495,going,m , down,freddieking,cover,going_down,ing ultimas,1960s,AA
2797,time,unintelligible) , ain,muddywaters,cover,rollin_stone,ai monophthongization,1960s,AA
10293,there,,'s,albertcollins,original,too_many,post-vocalic r,1980s,AA
29976,for,myself , the,samanthafish,original,lets_have_some_fun,post-vocalic r,2010s,nonAA_US
6246,and,died , left,allmanbrothers,cover,statesboro_blues,post-consonantal d,1960s,nonAA_US
29451,left,mother , me,philipsayce,original,on_the_road_again,post-consonantal t,2010s,nonAA_US
22933,I,, tell,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,2010s,AA
13237,I,, think,ericclapton,cover,before_you_accuse_me,ai monophthongization,1980s,nonAA_nonUS
26231,ain't,you , seen,tinylegstim,original,cant_win_them_all,auxiliary verb,2010s,nonAA_nonUS
15712,right ,,,rorygallagher,original,bought_and_sold,ai monophthongization,1980s,nonAA_nonUS
17112,life ,,,bonnieraitt,cover,three_time_loser,ai monophthongization,1980s,nonAA_US
12894,scratched,number , up,robertcray,original,phone_booth,post-consonantal t,1980s,AA
19350,hеard,I , it,robbenford,original,getaway,post-consonantal d,1980s,nonAA_US
27145,next,, time,allyvenable,original,broken_and_blue,post-consonantal t,2010s,nonAA_US
11134,or,young , old,kokotaylor,cover,let_the_good_times_roll,post-vocalic r,1980s,AA
6046,darling ,,,tenyearsafter,original,spider_in_my_web,ing ultimas,1960s,nonAA_nonUS
12703,cry ,,,robertcray,cover,dont_touch_me,ai monophthongization,1980s,AA
14932,I,as , get,johnmayall,cover,the_last_time,ai monophthongization,1980s,nonAA_nonUS
20804,why,, you,garyclarkjr,cover,if_you_love_me_like_you_say,ai monophthongization,2010s,AA
18696,higher,, higher,jjcale,original,ride_me_high,post-vocalic r,1980s,nonAA_US
19005,wouldn't,I , have,robbenford,cover,born_under_a_bad_sign,post-consonantal t,1980s,nonAA_US
21098,locked,even , me,garyclarkjr,original,travis_county,post-consonantal t,2010s,AA
6388,loving,my , yea,allmanbrothers,cover,trouble_no_more,ing ultimas,1960s,nonAA_US
12798,your,sweet , meat,robertcray,cover,too_many_cooks,post-vocalic r,1980s,AA
20615,and,, I,ericgales,original,layin_down_the_blues,post-consonantal d,2010s,AA
7401,they're,, down,janisjoplin,cover,down_on_me,post-vocalic r,1960s,nonAA_US
23841,Lord,and , he,daniwilde,original,heal_my_blues,post-consonantal d,2010s,nonAA_nonUS
1459,I,yes , got,freddieking,cover,going_down,ai monophthongization,1960s,AA
2924,brand,my , on,muddywaters,original,i_got_my_brand_on_you,post-consonantal d,1960s,AA
23915,don't,she , believe,danpatlansky,cover,bright_lights_big_city,post-consonantal t,2010s,nonAA_nonUS
27607,I,Lord , done,joebonamassa,cover,well_i_done_got_over_it,ai monophthongization,2010s,nonAA_US
25063,night ,,,davyknowles,original,falling_apart,ai monophthongization,2010s,nonAA_nonUS
6960,going,m , now,cannedheat,cover,catfish_blues,ing ultimas,1960s,nonAA_US
26360,past,half , midnight,tinylegstim,original,get_it_back,post-consonantal t,2010s,nonAA_nonUS
208,can't,you , do,albertking,cover,ill_play_the_blues_for_you,post-consonantal t,1960s,AA
12426,told,I , you,lutherallison,original,walking_papers,post-consonantal d,1980s,AA
8480,and,, I,paulbutterfield,cover,driftin_and_driftin,post-consonantal d,1960s,nonAA_US
30153,you're,think , in,samanthafish,original,sucker_born,zero copula,2010s,nonAA_US
14794,I,goodnight , know,johnmayall,cover,tears_came_rolling_down,ai monophthongization,1980s,nonAA_nonUS
2819,sure,, enough,muddywaters,cover,rollin_stone,post-vocalic r,1960s,AA
13155,smoking,hot , gun,robertcray,original,smoking_gun,ing ultimas,1980s,AA
9362,right,s , and,stevemiller,original,steppin_stone,ai monophthongization,1960s,nonAA_US
13026,constant,a , busy,robertcray,original,smoking_gun,post-consonantal t,1980s,AA
6446,don't,please , keep,allmanbrothers,original,dont_keep_me_wondering,post-consonantal t,1960s,nonAA_US
26755,my,pack , things,allyvenable,cover,backwater_blues,ai monophthongization,2010s,nonAA_US
14378,I,,'m,jeffhealey,original,my_little_girl,ai monophthongization,1980s,nonAA_nonUS
4027,goodbye ,,,fleetwoodmac,cover,sun_is_shining,ai monophthongization,1960s,nonAA_nonUS
18208,time,borrowed , Lord,jjcale,cover,borrowed_time,ai monophthongization,1980s,nonAA_US
16088,won't,gone , you,thebluesband,cover,diddy_wah_diddy,post-consonantal t,1980s,nonAA_nonUS
9680,I,drunk ,'m,albertcollins,cover,i_aint_drunk,ai monophthongization,1980s,AA
3777,tigers ,,,cream,original,white_room,ai monophthongization,1960s,nonAA_nonUS
8451,like,baby , a,paulbutterfield,cover,driftin_and_driftin,ai monophthongization,1960s,nonAA_US
4312,I,, don,rollingstones,cover,i_just_want_to_make_love_to_you,ai monophthongization,1960s,nonAA_nonUS
27690,time ,,,joebonamassa,original,high_class_girl,ai monophthongization,2010s,nonAA_US
21312,right,the , woman,kingfish,cover,empty_promises,ai monophthongization,2010s,AA
12414,don't,, you,lutherallison,original,lets_try_it_again,post-consonantal t,1980s,AA
27565,I,but , done,joebonamassa,cover,well_i_done_got_over_it,ai monophthongization,2010s,nonAA_US
1455,I,,'m,freddieking,cover,going_down,ai monophthongization,1960s,AA
16267,my,to , baby,thebluesband,cover,twenty_nine_ways,ai monophthongization,1980s,nonAA_nonUS
28703,and,, try,mattschofield,original,what_i_wanna_hear,post-consonantal d,2010s,nonAA_US
9117,and,up , down,stevemiller,cover,mercury_blues,post-consonantal d,1960s,nonAA_US
5905,feeling,baby , fine,tenyearsafter,original,rock_your_mama,ing ultimas,1960s,nonAA_nonUS
2156,my,hear , train,jimihendrix,original,hear_my_train_a_comin,ai monophthongization,1960s,AA
15632,morning ,,,rorygallagher,cover,tore_down,ing ultimas,1980s,nonAA_nonUS
21584,I,,'ve,kingfish,original,before_im_old,ai monophthongization,2010s,AA
18067,I,, got,fabulousthunderbirds,original,walkin_to_my_baby,ai monophthongization,1980s,nonAA_US
10114,and,shoes , I,albertcollins,original,master_charge,post-consonantal d,1980s,AA
22821,haven't,, seen,shemekiacopeland,cover,has_anybody_seen_my_man,post-consonantal t,2010s,AA
10799,I,, heard,johnleehooker,original,boogie_chillen,ai monophthongization,1980s,AA
11037,I,that , held,kokotaylor,cover,id_rather_go_blind,ai monophthongization,1980s,AA
13664,don't,baby , you,ericclapton,original,the_shape_youre_in,post-consonantal t,1980s,nonAA_nonUS
3860,don't,I , find,fleetwoodmac,cover,dust_my_broom,post-consonantal t,1960s,nonAA_nonUS
17417,letter ,,,bonnieraitt,original,love_letter,post-vocalic r,1980s,nonAA_US
22282,seems,, like,kirkfletcher,original,gotta_right,third person singular,2010s,AA
714,you're,and , jealous,bbking,cover,how_blue_can_you_get,zero copula,1960s,AA
22220,I,sometimes ,'m,kirkfletcher,original,gotta_right,ai monophthongization,2010s,AA
4932,more ,,,savoybrown,cover,walking_by_myself,post-vocalic r,1960s,nonAA_nonUS
23477,told,daddy , me,daniwilde,cover,in_the_mood,post-consonantal d,2010s,nonAA_nonUS
20084,she,, my,stevierayvaughan,original,pride_and_joy,zero copula,1980s,nonAA_US
27317,played,lost , the,allyvenable,original,played_the_game,post-consonantal d,2010s,nonAA_US
15945,rather,d , not,rorygallagher,original,off_the_handle,post-vocalic r,1980s,nonAA_nonUS
2244,my,in , shoe,jimihendrix,original,hear_my_train_a_comin,ai monophthongization,1960s,AA
26971,you're,like , the,allyvenable,cover,woke_up_this_morning,post-vocalic r,2010s,nonAA_US
22029,and,gather , play,kirkfletcher,cover,congo_square,post-consonantal d,2010s,AA
25470,mama's,your , good,joanneshawtaylor,cover,summertime,zero copula,2010s,nonAA_nonUS
29582,my,until , well,samanthafish,cover,crow_jane,ai monophthongization,2010s,nonAA_US
19782,and,wine , gin,stevierayvaughan,cover,tin_pan_alley,post-consonantal d,1980s,nonAA_US
3095,and,jump , shout,muddywaters,original,tiger_in_your_tank,post-consonantal d,1960s,AA
15694,right ,,,rorygallagher,original,bought_and_sold,ai monophthongization,1980s,nonAA_nonUS
25116,lie,scream , through,davyknowles,original,falling_apart,ai monophthongization,2010s,nonAA_nonUS
29187,mind ,,,philipsayce,original,bitter_monday,ai monophthongization,2010s,nonAA_US
26385,my,out , window,tinylegstim,original,get_it_back,ai monophthongization,2010s,nonAA_nonUS
1667,my,now , life,freddieking,original,i_love_the_woman,ai monophthongization,1960s,AA
8555,over,look , yonder,paulbutterfield,cover,look_over_yonders_wall,post-vocalic r,1960s,nonAA_US
20520,I,and ,'m,ericgales,original,it_just_beez_that_way,ai monophthongization,2010s,AA
176,I,,'ve,albertking,cover,ill_play_the_blues_for_you,ai monophthongization,1960s,AA
5317,ain't,, got,savoybrown,original,hard_way_to_go,post-consonantal t,1960s,nonAA_nonUS
5308,ain't,, no,savoybrown,original,hard_way_to_go,post-consonantal t,1960s,nonAA_nonUS
9608,care ,,,albertcollins,cover,i_aint_drunk,post-vocalic r,1980s,AA
27045,begging,, please,allyvenable,original,any_fool_should_know,ing ultimas,2010s,nonAA_US
17137,loser ,,,bonnieraitt,cover,three_time_loser,post-vocalic r,1980s,nonAA_US
23476,told,daddy , me,daniwilde,cover,in_the_mood,post-consonantal d,2010s,nonAA_nonUS
11817,and,rugs , put,kokotaylor,original,jump_for_joy,post-consonantal d,1980s,AA
11350,there,air , be,kokotaylor,cover,wang_dang_doodle,post-vocalic r,1980s,AA
26045,I,than , love,tinylegstim,cover,death_letter,ai monophthongization,2010s,nonAA_nonUS
26318,like,taste , iron,tinylegstim,original,cant_win_them_all,ai monophthongization,2010s,nonAA_nonUS
2667,like,feel , (unintelligible,muddywaters,cover,i_feel_so_good,ai monophthongization,1960s,AA
22090,like,tradition , the,kirkfletcher,cover,congo_square,ai monophthongization,2010s,AA
19885,ain't,I , gone,stevierayvaughan,original,aint_gone_n_give_up_on_love,auxiliary verb,1980s,nonAA_US
5809,her,hold , in,tenyearsafter,original,one_of_these_days,post-vocalic r,1960s,nonAA_nonUS
30076,I,when , sold,samanthafish,original,sucker_born,ai monophthongization,2010s,nonAA_US
10872,I,, don,johnleehooker,original,little_girl,ai monophthongization,1980s,AA
21760,for,, the,kingfish,original,fresh_out,post-vocalic r,2010s,AA
13016,we're,when , playing,robertcray,original,playin_in_the_dirt,post-vocalic r,1980s,AA
13890,and,, that,jeffhealey,cover,road_house_blues,post-consonantal d,1980s,nonAA_nonUS
21694,trying,just , to,kingfish,original,before_im_old,ai monophthongization,2010s,AA
16946,night,the , so,bonnieraitt,cover,green_lights,ai monophthongization,1980s,nonAA_US
19830,killed,somebody , a,stevierayvaughan,cover,tin_pan_alley,post-consonantal d,1980s,nonAA_US
3259,wasn't,it , for,cream,cover,born_under_a_bad_sign,post-consonantal t,1960s,nonAA_nonUS
26015,I,know , loved,tinylegstim,cover,death_letter,ai monophthongization,2010s,nonAA_nonUS
3955,times ,,,fleetwoodmac,cover,no_place_to_go,ai monophthongization,1960s,nonAA_nonUS
22015,hear,can , them,kirkfletcher,cover,congo_square,post-vocalic r,2010s,AA
22210,sometimes,, I,kirkfletcher,original,gotta_right,ai monophthongization,2010s,AA
2517,your,be , dog,muddywaters,cover,baby_please_dont_go,post-vocalic r,1960s,AA
29559,begged,I , crow,samanthafish,cover,crow_jane,post-consonantal d,2010s,nonAA_US
12456,working,, and,lutherallison,original,walking_papers,ing ultimas,1980s,AA
9268,junior,, saw,stevemiller,original,junior_saw_it_happen,post-vocalic r,1960s,nonAA_US
17114,I,, lost,bonnieraitt,cover,three_time_loser,ai monophthongization,1980s,nonAA_US
18157,my,in , baby,fabulousthunderbirds,original,walkin_to_my_baby,ai monophthongization,1980s,nonAA_US
18666,higher,, higher,jjcale,original,ride_me_high,ai monophthongization,1980s,nonAA_US
30036,you're,because , guilty,samanthafish,original,lets_have_some_fun,zero copula,2010s,nonAA_US
18968,for,t , bad,robbenford,cover,born_under_a_bad_sign,post-vocalic r,1980s,nonAA_US
12838,ain't,no , nobody,robertcray,cover,too_many_cooks,post-consonantal t,1980s,AA
6727,whipping,the , post,allmanbrothers,original,whipping_post,ing ultimas,1960s,nonAA_US
4018,left,baby , me,fleetwoodmac,cover,sun_is_shining,post-consonantal t,1960s,nonAA_nonUS
11818,lights ,,,kokotaylor,original,jump_for_joy,ai monophthongization,1980s,AA
1540,belong,she , to,freddieking,original,have_you_ever_loved_a_woman,third person singular,1960s,AA
14481,river,the , of,jeffhealey,original,river_of_no_return,post-vocalic r,1980s,nonAA_nonUS
14892,I,, thought,johnmayall,cover,tears_came_rolling_down,ai monophthongization,1980s,nonAA_nonUS
12261,and,up , fight,lutherallison,original,fight,post-consonantal d,1980s,AA
30095,mind ,,,samanthafish,original,sucker_born,ai monophthongization,2010s,nonAA_US
13900,for,s , the,jeffhealey,cover,road_house_blues,post-vocalic r,1980s,nonAA_nonUS
27502,don't,you , hurry,joebonamassa,cover,twenty_four_hour_blues,post-consonantal t,2010s,nonAA_US
15203,around,messing , lately,johnmayall,original,road_show,post-consonantal d,1980s,nonAA_nonUS
17299,and,, if,bonnieraitt,original,give_it_up_or_let_me_go,post-consonantal d,1980s,nonAA_US
373,rising,the , sun,albertking,original,oh_pretty_woman,ing ultimas,1960s,AA
13974,and,up , said,jeffhealey,cover,tore_down,post-consonantal d,1980s,nonAA_nonUS
9361,try ,,,stevemiller,original,steppin_stone,ai monophthongization,1960s,nonAA_US
12048,try,, and,lutherallison,cover,little_red_rooster,ai monophthongization,1980s,AA
2552,don't,please , go,muddywaters,cover,baby_please_dont_go,post-consonantal t,1960s,AA
7189,your,off , feet,cannedheat,original,future_blues,post-vocalic r,1960s,nonAA_US
12726,there,stew , ain,robertcray,cover,too_many_cooks,post-vocalic r,1980s,AA
19768,I,place ,'ve,stevierayvaughan,cover,tin_pan_alley,ai monophthongization,1980s,nonAA_US
14687,her,leave , be,johnmayall,cover,mama_talk_to_your_daughter,post-vocalic r,1980s,nonAA_nonUS
25122,won't,you , find,davyknowles,original,falling_apart,post-consonantal t,2010s,nonAA_nonUS
29567,die ,,,samanthafish,cover,crow_jane,ai monophthongization,2010s,nonAA_US
22215,sometimes,, I,kirkfletcher,original,gotta_right,ai monophthongization,2010s,AA
4293,around ,,,fleetwoodmac,original,stop_messing_around,post-consonantal d,1960s,nonAA_nonUS
15433,her,knocked , down,rorygallagher,cover,dont_start_me_talking,post-vocalic r,1980s,nonAA_nonUS
24230,dollar,hundred , shoes,danpatlansky,original,insufficient_man,post-vocalic r,2010s,nonAA_nonUS
9638,ain't,I , drunk,albertcollins,cover,i_aint_drunk,post-consonantal t,1980s,AA
27816,I,mother ,'m,joebonamassa,original,high_class_girl,ai monophthongization,2010s,nonAA_US
17522,I,time , met,fabulousthunderbirds,cover,marked_deck,ai monophthongization,1980s,nonAA_US
12971,better ,,,robertcray,original,playin_in_the_dirt,post-vocalic r,1980s,AA
8064,better,I , use,janisjoplin,original,kozmic_blues,post-vocalic r,1960s,nonAA_US
10055,present ,,,albertcollins,original,master_charge,post-consonantal t,1980s,AA
20563,I,far , go,ericgales,original,layin_down_the_blues,ai monophthongization,2010s,AA
25273,your,to , old,joanneshawtaylor,cover,cant_you_see_what_youre_doing_to_me,post-vocalic r,2010s,nonAA_nonUS
8727,I,, was,paulbutterfield,original,born_in_chicago,ai monophthongization,1960s,nonAA_US
26904,you're,that , (something,allyvenable,cover,woke_up_this_morning,post-vocalic r,2010s,nonAA_US
13950,tore,m , down,jeffhealey,cover,tore_down,post-vocalic r,1980s,nonAA_nonUS
10899,before,, I,johnleehooker,original,little_girl,post-vocalic r,1980s,AA
19298,won't,you , stay,robbenford,original,getaway,post-consonantal t,1980s,nonAA_US
8341,under,born , a,paulbutterfield,cover,born_under_a_bad_sign,post-vocalic r,1960s,nonAA_US
1385,alright,s , she,freddieking,cover,big_legged_woman,ai monophthongization,1960s,AA
17554,hard,so , for,fabulousthunderbirds,cover,marked_deck,post-consonantal d,1980s,nonAA_US
434,can't,, make,albertking,original,oh_pretty_woman,post-consonantal t,1960s,AA
4135,my,turning , heart,fleetwoodmac,original,black_magic_woman,ai monophthongization,1960s,nonAA_nonUS
23267,square ,,,shemekiacopeland,original,salt_in_my_wounds,post-vocalic r,2010s,AA
26163,I,, got,tinylegstim,cover,ramblin_on_my_mind,ai monophthongization,2010s,nonAA_nonUS
25322,darling ,,,joanneshawtaylor,cover,cant_you_see_what_youre_doing_to_me,ing ultimas,2010s,nonAA_nonUS
4245,my,take , hand,fleetwoodmac,original,merry_go_round,ai monophthongization,1960s,nonAA_nonUS
1434,she's,, alright,freddieking,cover,big_legged_woman,zero copula,1960s,AA
4319,I,, don,rollingstones,cover,i_just_want_to_make_love_to_you,ai monophthongization,1960s,nonAA_nonUS
17982,and ,,,fabulousthunderbirds,original,tuff_enough,post-consonantal d,1980s,nonAA_US
11051,blind ,,,kokotaylor,cover,id_rather_go_blind,post-consonantal d,1980s,AA
11819,lights ,,,kokotaylor,original,jump_for_joy,ai monophthongization,1980s,AA
19192,poor,help , me,robbenford,cover,help_the_poor,post-vocalic r,1980s,nonAA_US
29889,wind,I , up,samanthafish,original,black_wind_howling,ai monophthongization,2010s,nonAA_US
5287,time,got , for,savoybrown,original,hard_way_to_go,ai monophthongization,1960s,nonAA_nonUS
17869,just,you , wait,fabulousthunderbirds,original,rock_with_me,post-consonantal t,1980s,nonAA_US
11852,last ,,,lutherallison,cover,freedom,post-consonantal t,1980s,AA
4607,rambler ,,,rollingstones,original,midnight_rambler,post-vocalic r,1960s,nonAA_nonUS
28843,I,there , said,philipsayce,cover,backwater_blues,ai monophthongization,2010s,nonAA_US
25089,find,t , me,davyknowles,original,falling_apart,ai monophthongization,2010s,nonAA_nonUS
2097,messing,me , around,jimihendrix,cover,killing_floor,ing ultimas,1960s,AA
13641,old,, love,ericclapton,original,old_love,post-consonantal d,1980s,nonAA_nonUS
28788,didn't,they , have,philipsayce,cover,backwater_blues,post-consonantal t,2010s,nonAA_US
15361,for,off , pluto,rorygallagher,cover,all_around_man,post-vocalic r,1980s,nonAA_nonUS
23532,takes,it , you,daniwilde,cover,little_by_little,third person singular,2010s,nonAA_nonUS
16510,find,, yourself,thebluesband,original,find_yourself_another_fool,post-consonantal d,1980s,nonAA_nonUS
6459,were,you , lost,allmanbrothers,original,dont_keep_me_wondering,post-vocalic r,1960s,nonAA_US
12914,cold,m , baby,robertcray,original,phone_booth,post-consonantal d,1980s,AA
28124,just,reap , what,mattschofield,cover,stranger_blues,post-consonantal t,2010s,nonAA_US
18837,ain't,I , got,robbenford,cover,aint_got_nothing_but_the_blues,post-consonantal t,1980s,nonAA_US
15126,round ,,,johnmayall,original,a_big_man,post-consonantal d,1980s,nonAA_nonUS
25586,is,truth , you,joanneshawtaylor,original,dyin_to_know,zero copula,2010s,nonAA_nonUS
27004,I,, just,allyvenable,original,any_fool_should_know,ai monophthongization,2010s,nonAA_US
9671,are,people , thinking,albertcollins,cover,i_aint_drunk,post-vocalic r,1980s,AA
9909,behind ,,,albertcollins,cover,snatchin_it_back,post-consonantal d,1980s,AA
4377,I,, don,rollingstones,cover,i_just_want_to_make_love_to_you,ai monophthongization,1960s,nonAA_nonUS
8520,I,yea ,'m,paulbutterfield,cover,driftin_and_driftin,ai monophthongization,1960s,nonAA_US
6292,I,, love,allmanbrothers,cover,statesboro_blues,ai monophthongization,1960s,nonAA_US
13191,or,three , four,ericclapton,cover,before_you_accuse_me,post-vocalic r,1980s,nonAA_nonUS
24937,I,down , know,davyknowles,original,aint_much_of_nothing,ai monophthongization,2010s,nonAA_nonUS
21275,hanging,around , around,garyclarkjr,original,when_my_train_pulls_in,ing ultimas,2010s,AA
8817,don't,just , seem,paulbutterfield,original,born_in_chicago,post-consonantal t,1960s,nonAA_US
9052,highway ,,,stevemiller,cover,key_to_the_highway,ai monophthongization,1960s,nonAA_US
14660,your,to , daughter,johnmayall,cover,mama_talk_to_your_daughter,post-vocalic r,1980s,nonAA_nonUS
25076,giving,re , out,davyknowles,original,falling_apart,ing ultimas,2010s,nonAA_nonUS
18487,we're,midnight , gonna,jjcale,original,after_midnight,post-vocalic r,1980s,nonAA_US
3378,I,glad ,'m,cream,cover,im_so_glad,ai monophthongization,1960s,nonAA_nonUS
7896,I,ha , need,janisjoplin,original,i_need_a_man_to_love,ai monophthongization,1960s,nonAA_US
14077,I,well , feel,jeffhealey,cover,tore_down,ai monophthongization,1980s,nonAA_nonUS
14440,your,want , cake,jeffhealey,original,river_of_no_return,post-vocalic r,1980s,nonAA_nonUS
15653,last,her , night,rorygallagher,cover,tore_down,post-consonantal t,1980s,nonAA_nonUS
21420,mind ,,,kingfish,cover,hard_times,post-consonantal d,2010s,AA
26624,satisfied ,,,tinylegstim,original,stepping_up,ai monophthongization,2010s,nonAA_nonUS
14771,didn't,she , bother,johnmayall,cover,tears_came_rolling_down,post-consonantal t,1980s,nonAA_nonUS
22949,right,right , right,shemekiacopeland,cover,i_feel_a_sin_coming_on,ai monophthongization,2010s,AA
6338,dice,the , won,allmanbrothers,cover,trouble_no_more,ai monophthongization,1960s,nonAA_US
19525,like,motor , a,robbenford,original,start_it_up,ai monophthongization,1980s,nonAA_US
5839,your,rock , mama,tenyearsafter,original,rock_your_mama,post-vocalic r,1960s,nonAA_nonUS
9993,my,all , life,albertcollins,original,if_trouble_was_money,ai monophthongization,1980s,AA
19569,ever,ve , seen,robbenford,original,start_it_up,post-vocalic r,1980s,nonAA_US
19398,like,just , music,robbenford,original,north_carolina,ai monophthongization,1980s,nonAA_US
26309,I,but , sure,tinylegstim,original,cant_win_them_all,ai monophthongization,2010s,nonAA_nonUS
12156,saying ,,,lutherallison,cover,sweet_home_chicago,ing ultimas,1980s,AA
13379,around ,,,ericclapton,cover,hard_times,post-consonantal d,1980s,nonAA_nonUS
12315,are,you , in,lutherallison,original,fight,zero copula,1980s,AA
14686,ain't,I , gonna,johnmayall,cover,mama_talk_to_your_daughter,auxiliary verb,1980s,nonAA_nonUS
15567,tore,m , down,rorygallagher,cover,tore_down,post-vocalic r,1980s,nonAA_nonUS
8323,wouldn't,I , have,paulbutterfield,cover,born_under_a_bad_sign,post-consonantal t,1960s,nonAA_US
29725,backing,a , up,samanthafish,cover,jim_lee_blues_part_i,ing ultimas,2010s,nonAA_US
29781,talking,been , baby,samanthafish,cover,whos_been_talking,ing ultimas,2010s,nonAA_US
21566,I,yes ,'m,kingfish,cover,the_thrill_is_gone,ai monophthongization,2010s,AA
17997,night,the , and,fabulousthunderbirds,original,tuff_enough,ai monophthongization,1980s,nonAA_US
26246,ain't,you , seen,tinylegstim,original,cant_win_them_all,post-consonantal t,2010s,nonAA_nonUS
18281,we're,yes , living,jjcale,cover,borrowed_time,post-vocalic r,1980s,nonAA_US
19847,there ,,,stevierayvaughan,cover,tin_pan_alley,post-vocalic r,1980s,nonAA_US
1727,I,, love,freddieking,original,im_tore_down,ai monophthongization,1960s,AA
18869,can't,just , do,robbenford,cover,aint_got_nothing_but_the_blues,post-consonantal t,1980s,nonAA_US
21015,after,soon , did,garyclarkjr,original,next_door_neighbor_blues,post-vocalic r,2010s,AA
21573,I,all , can,kingfish,cover,the_thrill_is_gone,ai monophthongization,2010s,AA
17898,ain't,, no,fabulousthunderbirds,original,tuff_enough,auxiliary verb,1980s,nonAA_US
11246,time,good , roll,kokotaylor,cover,let_the_good_times_roll,ai monophthongization,1980s,AA
25173,never,ll , know,davyknowles,original,never_gonna_be_the_same,post-vocalic r,2010s,nonAA_nonUS
15199,I,, know,johnmayall,original,road_show,ai monophthongization,1980s,nonAA_nonUS
12484,where,honey , you,lutherallison,original,walking_papers,post-vocalic r,1980s,AA
21676,just,, ain,kingfish,original,before_im_old,post-consonantal t,2010s,AA
26446,before,leaving , sunrise,tinylegstim,original,get_it_back,post-vocalic r,2010s,nonAA_nonUS
26576,ain't,still , got,tinylegstim,original,stepping_up,post-consonantal t,2010s,nonAA_nonUS
4744,held,I , the,rollingstones,original,the_spider_and_the_fly,post-consonantal d,1960s,nonAA_nonUS
14751,ain't,I , gonna,johnmayall,cover,mama_talk_to_your_daughter,auxiliary verb,1980s,nonAA_nonUS
20126,pride,my , and,stevierayvaughan,original,pride_and_joy,ai monophthongization,1980s,nonAA_US
