,word,previous_word,next_word,artist,song_type,song,aae_feature,time,social_group
28415,want,I , the,mattschofield,original,dont_know_what_id_do,post-consonantal t,2010s,nonAA_US
24666,doing,food , your,davyknowles,cover,outside_woman_blues,ing ultimas,2010s,nonAA_nonUS
23658,loving,your , home,daniwilde,original,bring_your_love_home,ing ultimas,2010s,nonAA_nonUS
25809,I,,,joanneshawtaylor,original,just_another_word,ai monophthongization,2010s,nonAA_nonUS
10688,and,, that,johnleehooker,cover,it_serves_me_right,post-consonantal d,1980s,AA
1609,my,now , life,freddieking,original,i_love_the_woman,ai monophthongization,1960s,AA
27546,last ,,,joebonamassa,cover,well_i_done_got_over_it,post-consonantal t,2010s,nonAA_US
21225,I,, know,garyclarkjr,original,when_my_train_pulls_in,ai monophthongization,2010s,AA
27289,your,when , pocket,allyvenable,original,played_the_game,post-vocalic r,2010s,nonAA_US
1112,lost,done , your,bbking,original,you_done_lost_your_good_thing_now,post-consonantal t,1960s,AA
19330,is,love , strong,robbenford,original,getaway,zero copula,1980s,nonAA_US
6732,I,Lord , feel,allmanbrothers,original,whipping_post,ai monophthongization,1960s,nonAA_US
25531,living,the , is,joanneshawtaylor,cover,summertime,ing ultimas,2010s,nonAA_nonUS
26803,backwater,, blues,allyvenable,cover,backwater_blues,post-vocalic r,2010s,nonAA_US
10664,living ,,,johnleehooker,cover,it_serves_me_right,ing ultimas,1980s,AA
1167,ain't,just , no,freddieking,cover,aint_no_sunshine,post-consonantal t,1960s,AA
12373,I,do , see,lutherallison,original,lets_try_it_again,ai monophthongization,1980s,AA
16335,grandfather,the , clock,thebluesband,cover,twenty_nine_ways,post-vocalic r,1980s,nonAA_nonUS
17386,your,on , window,bonnieraitt,original,love_letter,post-vocalic r,1980s,nonAA_US
27753,and,here , fight,joebonamassa,original,high_class_girl,post-consonantal d,2010s,nonAA_US
26896,I,morning , realized,allyvenable,cover,woke_up_this_morning,ai monophthongization,2010s,nonAA_US
7014,I,,'m,cannedheat,cover,going_up_to_the_country,ai monophthongization,1960s,nonAA_US
9662,just,drink , me,albertcollins,cover,i_aint_drunk,post-consonantal t,1980s,AA
15485,talking ,,,rorygallagher,cover,dont_start_me_talking,ing ultimas,1980s,nonAA_nonUS
399,matter,no , what,albertking,original,oh_pretty_woman,post-vocalic r,1960s,AA
22511,I,over , know,shemekiacopeland,cover,cant_let_go,ai monophthongization,2010s,AA
8615,I,, know,paulbutterfield,cover,look_over_yonders_wall,ai monophthongization,1960s,nonAA_US
686,and,down , crush,bbking,cover,how_blue_can_you_get,post-consonantal d,1960s,AA
13478,is,,,ericclapton,original,lay_down_sally,zero copula,1980s,nonAA_nonUS
10657,my,in , mind,johnleehooker,cover,it_serves_me_right,ai monophthongization,1980s,AA
17396,and,, you,bonnieraitt,original,love_letter,post-consonantal d,1980s,nonAA_US
2032,her ,,,jimihendrix,cover,hey_joe,post-vocalic r,1960s,AA
12818,cooking,nobody , but,robertcray,cover,too_many_cooks,ing ultimas,1980s,AA
20732,and,, have,garyclarkjr,cover,if_trouble_was_money,post-consonantal d,2010s,AA
9757,eyes,your , man,albertcollins,cover,i_aint_drunk,ai monophthongization,1980s,AA
28525,and,said , all,mattschofield,original,siftin_through_ashes,post-consonantal d,2010s,nonAA_US
28091,here,stranger , and,mattschofield,cover,stranger_blues,post-vocalic r,2010s,nonAA_US
6898,here,live , no,cannedheat,cover,catfish_blues,post-vocalic r,1960s,nonAA_US
18808,I,, can,robbenford,cover,aint_got_nothing_but_the_blues,ai monophthongization,1980s,nonAA_US
7615,stand,t , the,janisjoplin,cover,piece_of_my_heart,post-consonantal d,1960s,nonAA_US
27097,I,time , see,allyvenable,original,broken_and_blue,ai monophthongization,2010s,nonAA_US
15549,never,will , grow,rorygallagher,cover,tore_down,post-vocalic r,1980s,nonAA_nonUS
13464,night,,,ericclapton,original,lay_down_sally,ai monophthongization,1980s,nonAA_nonUS
8641,hand,, me,paulbutterfield,cover,look_over_yonders_wall,post-consonantal d,1960s,nonAA_US
18044,ain't,, that,fabulousthunderbirds,original,tuff_enough,auxiliary verb,1980s,nonAA_US
27422,and,long , slow,joebonamassa,cover,i_want_to_shout_about_it,post-consonantal d,2010s,nonAA_US
22059,there,seen , but,kirkfletcher,cover,congo_square,post-vocalic r,2010s,AA
9820,my,of , hand,albertcollins,cover,snatchin_it_back,ai monophthongization,1980s,AA
2224,hear,, my,jimihendrix,original,hear_my_train_a_comin,post-vocalic r,1960s,AA
20942,tracking,him , me,garyclarkjr,cover,shotgun_man,ing ultimas,2010s,AA
7613,can't,I , stand,janisjoplin,cover,piece_of_my_heart,post-consonantal t,1960s,nonAA_US
18555,ain't,I , hiding,jjcale,original,call_me_the_breeze,auxiliary verb,1980s,nonAA_US
22457,I,,'m,kirkfletcher,original,two_steps_forward,ai monophthongization,2010s,AA
24390,right,rise , out,davyknowles,cover,aint_no_grave,ai monophthongization,2010s,nonAA_nonUS
464,your,be , personal,albertking,original,personal_manager,post-vocalic r,1960s,AA
24894,I,nothing , do,davyknowles,original,aint_much_of_nothing,ai monophthongization,2010s,nonAA_nonUS
4471,poor ,,,rollingstones,cover,you_gotta_move,post-vocalic r,1960s,nonAA_nonUS
12077,alright ,,,lutherallison,cover,sweet_home_chicago,ai monophthongization,1980s,AA
4595,hear,you , him,rollingstones,original,midnight_rambler,post-vocalic r,1960s,nonAA_nonUS
21992,might,it , be,kirkfletcher,cover,congo_square,ai monophthongization,2010s,AA
26509,loving,good , woman,tinylegstim,original,get_it_back,ing ultimas,2010s,nonAA_nonUS
23409,don't,, you,daniwilde,cover,dont_quit_me_baby,post-consonantal t,2010s,nonAA_nonUS
19989,ain't,I , gone,stevierayvaughan,original,aint_gone_n_give_up_on_love,post-consonantal t,1980s,nonAA_US
24936,I,down , know,davyknowles,original,aint_much_of_nothing,ai monophthongization,2010s,nonAA_nonUS
23057,ain't,I , seen,shemekiacopeland,original,ghetto_child,auxiliary verb,2010s,AA
17389,I,and , smoked,bonnieraitt,original,love_letter,ai monophthongization,1980s,nonAA_US
15732,your,want , world,rorygallagher,original,bought_and_sold,post-vocalic r,1980s,nonAA_nonUS
2492,child ,,,jimihendrix,original,voodoo_child,post-consonantal d,1960s,AA
28566,don't,I , wanna,mattschofield,original,siftin_through_ashes,post-consonantal t,2010s,nonAA_US
26427,another,herself , man,tinylegstim,original,get_it_back,post-vocalic r,2010s,nonAA_nonUS
10430,my,around , mate,johnleehooker,cover,crawlin_kingsnake,ai monophthongization,1980s,AA
16847,used,ve , a,thebluesband,original,green_stuff,post-consonantal d,1980s,nonAA_nonUS
27486,another,spending , sleepless,joebonamassa,cover,twenty_four_hour_blues,post-vocalic r,2010s,nonAA_US
2398,I,well , stand,jimihendrix,original,voodoo_child,ai monophthongization,1960s,AA
3853,write,gonna , a,fleetwoodmac,cover,dust_my_broom,ai monophthongization,1960s,nonAA_nonUS
11159,time,good , roll,kokotaylor,cover,let_the_good_times_roll,ai monophthongization,1980s,AA
20292,breaker ,,,ericgales,cover,foxey_lady,post-vocalic r,2010s,AA
10457,and,, I,johnleehooker,cover,crawlin_kingsnake,post-consonantal d,1980s,AA
24582,buy,gonna , me,davyknowles,cover,outside_woman_blues,ai monophthongization,2010s,nonAA_nonUS
17814,your,put , loving,fabulousthunderbirds,cover,wrap_it_up,post-vocalic r,1980s,nonAA_US
4636,tonight ,,,rollingstones,original,the_spider_and_the_fly,ai monophthongization,1960s,nonAA_nonUS
5516,different ,,,savoybrown,original,im_tired,post-consonantal t,1960s,nonAA_nonUS
16868,my,of , cash,thebluesband,original,green_stuff,ai monophthongization,1980s,nonAA_nonUS
10467,I,,'m,johnleehooker,cover,crawlin_kingsnake,ai monophthongization,1980s,AA
16994,seeing,been , baby,bonnieraitt,cover,love_me_like_a_man,ing ultimas,1980s,nonAA_US
14354,I,and , wouldn,jeffhealey,original,my_little_girl,ai monophthongization,1980s,nonAA_nonUS
9619,ain't,I , drunk,albertcollins,cover,i_aint_drunk,auxiliary verb,1980s,AA
16795,used,ve , a,thebluesband,original,green_stuff,post-consonantal d,1980s,nonAA_nonUS
9020,highway ,,,stevemiller,cover,key_to_the_highway,ai monophthongization,1960s,nonAA_US
25899,I,,,joanneshawtaylor,original,just_another_word,ai monophthongization,2010s,nonAA_nonUS
7092,there,because ,'s,cannedheat,cover,going_up_to_the_country,post-vocalic r,1960s,nonAA_US
16467,everything,you , I,thebluesband,original,come_on_in,ing ultimas,1980s,nonAA_nonUS
9015,I,honey ,'ll,stevemiller,cover,key_to_the_highway,ai monophthongization,1960s,nonAA_US
7377,line ,,,cannedheat,original,move_on_down_the_road,ai monophthongization,1960s,nonAA_US
27419,left,never , she,joebonamassa,cover,i_want_to_shout_about_it,post-consonantal t,2010s,nonAA_US
16777,mine ,,,thebluesband,original,green_stuff,ai monophthongization,1980s,nonAA_nonUS
3328,I,glad ,'m,cream,cover,im_so_glad,ai monophthongization,1960s,nonAA_nonUS
6243,my,ah , momma,allmanbrothers,cover,statesboro_blues,ai monophthongization,1960s,nonAA_US
3650,my,you , love,cream,original,sunshine_of_your_love,ai monophthongization,1960s,nonAA_nonUS
28286,mine ,,,mattschofield,cover,woman_across_the_river,ai monophthongization,2010s,nonAA_US
25793,around,,,joanneshawtaylor,original,just_another_word,post-consonantal d,2010s,nonAA_nonUS
23101,just,m , the,shemekiacopeland,original,ghetto_child,post-consonantal t,2010s,AA
27209,around ,,,allyvenable,original,played_the_game,post-consonantal d,2010s,nonAA_US
25261,my,things , way,joanneshawtaylor,cover,cant_you_see_what_youre_doing_to_me,ai monophthongization,2010s,nonAA_nonUS
15588,heart,unintelligible) , and,rorygallagher,cover,tore_down,post-consonantal t,1980s,nonAA_nonUS
29177,everything,is , you,philipsayce,original,bitter_monday,ing ultimas,2010s,nonAA_US
25731,I,,'ve,joanneshawtaylor,original,ive_been_loving_you_too_long,ai monophthongization,2010s,nonAA_nonUS
17181,for,hours , true,bonnieraitt,cover,three_time_loser,post-vocalic r,1980s,nonAA_US
58,goodbye ,,,albertking,cover,as_the_years_go_passing_by,ai monophthongization,1960s,AA
28834,I,and , can,philipsayce,cover,backwater_blues,ai monophthongization,2010s,nonAA_US
29827,causing,the , of,samanthafish,cover,whos_been_talking,ing ultimas,2010s,nonAA_US
29560,don't,Jane , you,samanthafish,cover,crow_jane,post-consonantal t,2010s,nonAA_US
26865,messing,it , with,allyvenable,cover,messin_with_the_kid,ing ultimas,2010s,nonAA_US
8825,reached,you , out,paulbutterfield,original,no_amount_of_loving,post-consonantal t,1960s,nonAA_US
15675,just,re , a,rorygallagher,original,bought_and_sold,post-consonantal t,1980s,nonAA_nonUS
1528,just,you , love,freddieking,original,have_you_ever_loved_a_woman,post-consonantal t,1960s,AA
2337,something's,minute , wrong,jimihendrix,original,red_house,zero copula,1960s,AA
26046,myself ,,,tinylegstim,cover,death_letter,ai monophthongization,2010s,nonAA_nonUS
23492,I,yea ,'m,daniwilde,cover,in_the_mood,ai monophthongization,2010s,nonAA_nonUS
6090,I,fly ,'m,tenyearsafter,original,spider_in_my_web,ai monophthongization,1960s,nonAA_nonUS
4747,microphone ,,,rollingstones,original,the_spider_and_the_fly,ai monophthongization,1960s,nonAA_nonUS
7933,just,it , it,janisjoplin,original,i_need_a_man_to_love,post-consonantal t,1960s,nonAA_US
8624,my,down , walking,paulbutterfield,cover,look_over_yonders_wall,ai monophthongization,1960s,nonAA_US
26305,rumour,in , too,tinylegstim,original,cant_win_them_all,post-vocalic r,2010s,nonAA_nonUS
1088,loved,you , me,bbking,original,you_done_lost_your_good_thing_now,post-consonantal d,1960s,AA
5054,times ,,,savoybrown,original,a_little_more_wine,ai monophthongization,1960s,nonAA_nonUS
11548,child ,,,kokotaylor,original,im_a_woman,ai monophthongization,1980s,AA
4914,wouldn't,, mistreat,savoybrown,cover,walking_by_myself,post-consonantal t,1960s,nonAA_nonUS
18996,I,, mean,robbenford,cover,born_under_a_bad_sign,ai monophthongization,1980s,nonAA_US
17666,president,the , said,fabulousthunderbirds,cover,shes_tuff,post-consonantal t,1980s,nonAA_US
12298,better,you , learn,lutherallison,original,fight,post-vocalic r,1980s,AA
17150,I,love , will,bonnieraitt,cover,three_time_loser,ai monophthongization,1980s,nonAA_US
19595,like,motor , a,robbenford,original,start_it_up,ai monophthongization,1980s,nonAA_US
12051,and,try , send,lutherallison,cover,little_red_rooster,post-consonantal d,1980s,AA
24604,can't,you , watch,davyknowles,cover,outside_woman_blues,post-consonantal t,2010s,nonAA_nonUS
2668,around,unintelligible) , in,muddywaters,cover,i_feel_so_good,post-consonantal d,1960s,AA
26912,you're,that , (something,allyvenable,cover,woke_up_this_morning,post-vocalic r,2010s,nonAA_US
6779,I,Lord , feel,allmanbrothers,original,whipping_post,ai monophthongization,1960s,nonAA_US
11603,I,,'m,kokotaylor,original,im_a_woman,ai monophthongization,1980s,AA
15744,numbered ,,,rorygallagher,original,bought_and_sold,post-consonantal d,1980s,nonAA_nonUS
5220,just,, a,savoybrown,original,a_little_more_wine,post-consonantal t,1960s,nonAA_nonUS
13837,found,finally ,,jeffhealey,cover,blue_jean_blues,post-consonantal d,1980s,nonAA_nonUS
16982,your,by , side,bonnieraitt,cover,green_lights,post-vocalic r,1980s,nonAA_US
30003,can't,I , fill,samanthafish,original,lets_have_some_fun,post-consonantal t,2010s,nonAA_US
1642,can't,woman , be,freddieking,original,i_love_the_woman,post-consonantal t,1960s,AA
30186,you're,think , gonna,samanthafish,original,sucker_born,post-vocalic r,2010s,nonAA_US
22014,hear,can , them,kirkfletcher,cover,congo_square,post-vocalic r,2010s,AA
25904,more,,,joanneshawtaylor,original,just_another_word,post-vocalic r,2010s,nonAA_nonUS
3360,tired,m , of,cream,cover,im_so_glad,ai monophthongization,1960s,nonAA_nonUS
9644,I,actually ,'m,albertcollins,cover,i_aint_drunk,ai monophthongization,1980s,AA
12020,for,eggs , nobody,lutherallison,cover,little_red_rooster,post-vocalic r,1980s,AA
8804,left,someone , to,paulbutterfield,original,born_in_chicago,post-consonantal t,1960s,nonAA_US
9916,hurt,ll , you,albertcollins,cover,snatchin_it_back,post-consonantal t,1980s,AA
14588,her,love , and,johnmayall,cover,mama_talk_to_your_daughter,post-vocalic r,1980s,nonAA_nonUS
14791,goodnight,me , I,johnmayall,cover,tears_came_rolling_down,ai monophthongization,1980s,nonAA_nonUS
16749,find,another , yourself,thebluesband,original,find_yourself_another_fool,ai monophthongization,1980s,nonAA_nonUS
20550,doesn't,, matter,ericgales,original,layin_down_the_blues,post-consonantal t,2010s,AA
408,I,till , got,albertking,original,oh_pretty_woman,ai monophthongization,1960s,AA
19471,I,yes , am,robbenford,original,north_carolina,ai monophthongization,1980s,nonAA_US
6483,I,that ,'ll,allmanbrothers,original,dont_keep_me_wondering,ai monophthongization,1960s,nonAA_US
16572,while,the ,,thebluesband,original,find_yourself_another_fool,ai monophthongization,1980s,nonAA_nonUS
28363,wrapped,m , up,mattschofield,cover,wrapped_up_in_love_again,post-consonantal t,2010s,nonAA_US
27659,found,I , you,joebonamassa,original,high_class_girl,post-consonantal d,2010s,nonAA_US
15098,we're,, the,johnmayall,original,a_big_man,post-vocalic r,1980s,nonAA_nonUS
22853,and,up , ran,shemekiacopeland,cover,has_anybody_seen_my_man,post-consonantal d,2010s,AA
2746,left ,,,muddywaters,cover,rollin_stone,post-consonantal t,1960s,AA
17002,I,but , need,bonnieraitt,cover,love_me_like_a_man,ai monophthongization,1980s,nonAA_US
25181,I,,'m,davyknowles,original,never_gonna_be_the_same,ai monophthongization,2010s,nonAA_nonUS
27215,I,and , lost,allyvenable,original,played_the_game,ai monophthongization,2010s,nonAA_US
24593,might,they , make,davyknowles,cover,outside_woman_blues,ai monophthongization,2010s,nonAA_nonUS
5247,I,, need,savoybrown,original,a_little_more_wine,ai monophthongization,1960s,nonAA_nonUS
9563,don't,I , care,albertcollins,cover,i_aint_drunk,post-consonantal t,1980s,AA
11904,my,want , freedom,lutherallison,cover,freedom,ai monophthongization,1980s,AA
3558,and,, I,cream,original,politician,post-consonantal d,1960s,nonAA_nonUS
8800,alright ,,,paulbutterfield,original,born_in_chicago,ai monophthongization,1960s,nonAA_US
30081,my,all , dreams,samanthafish,original,sucker_born,ai monophthongization,2010s,nonAA_US
17681,start ,,,fabulousthunderbirds,cover,shes_tuff,post-vocalic r,1980s,nonAA_US
10510,last,car , night,johnleehooker,cover,i_didnt_know,post-consonantal t,1980s,AA
3931,my,wreck , life,fleetwoodmac,cover,no_place_to_go,ai monophthongization,1960s,nonAA_nonUS
4745,held,I , the,rollingstones,original,the_spider_and_the_fly,post-consonantal d,1960s,nonAA_nonUS
21628,just,, too,kingfish,original,before_im_old,post-consonantal t,2010s,AA
28421,morning ,,,mattschofield,original,dont_know_what_id_do,ing ultimas,2010s,nonAA_US
25756,I,you ,'ve,joanneshawtaylor,original,ive_been_loving_you_too_long,ai monophthongization,2010s,nonAA_nonUS
12425,I,what , told,lutherallison,original,walking_papers,ai monophthongization,1980s,AA
13565,there's,,,ericclapton,original,lay_down_sally,zero copula,1980s,nonAA_nonUS
1413,alright ,,,freddieking,cover,big_legged_woman,ai monophthongization,1960s,AA
24784,want,not , her,davyknowles,cover,what_in_the_world,post-consonantal t,2010s,nonAA_nonUS
594,care ,,,bbking,cover,everyday_i_have_the_blues,post-vocalic r,1960s,AA
5553,can't,know), do,tenyearsafter,cover,help_me,post-consonantal t,1960s,nonAA_nonUS
15658,and,, I,rorygallagher,cover,tore_down,post-consonantal d,1980s,nonAA_nonUS
19094,anything ,,,robbenford,cover,help_the_poor,ing ultimas,1980s,nonAA_US
6430,outside,parked , your,allmanbrothers,original,dont_keep_me_wondering,ai monophthongization,1960s,nonAA_US
3546,are ,,,cream,original,politician,post-vocalic r,1960s,nonAA_nonUS
27698,upper,pure , class,joebonamassa,original,high_class_girl,post-vocalic r,2010s,nonAA_US
10586,I,, didn,johnleehooker,cover,i_didnt_know,ai monophthongization,1980s,AA
13737,you're,shape , in,ericclapton,original,the_shape_youre_in,zero copula,1980s,nonAA_nonUS
6976,where,, the,cannedheat,cover,catfish_blues,post-vocalic r,1960s,nonAA_US
6030,I,when ,'ve,tenyearsafter,original,spider_in_my_web,ai monophthongization,1960s,nonAA_nonUS
28811,my,packed , clothes,philipsayce,cover,backwater_blues,ai monophthongization,2010s,nonAA_US
10875,don't,I , play,johnleehooker,original,little_girl,post-consonantal t,1980s,AA
